RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
31340,65011009,Short-tailed shearwater,Puffinus tenuirostris ,PUFTEN,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31341,65011009,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31342,65011010,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31343,65011011,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31344,65011011,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31345,65011011,Short-tailed shearwater,Puffinus tenuirostris ,PUFTEN,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31346,65011012,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31347,65011012,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31348,65011013,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31349,65011013,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31350,65011013,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31351,65011013,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31352,65011014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,1,Y,0,N,0,N,N,N,0,N,0,N,2,Y,U,Y,
31353,65011014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,3,2,Y,0,N,0,N,N,N,0,N,0,N,1,Y,U,Y,
31354,65011014,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,3,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31355,65011014,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,SUBAD,,,,4,4,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31356,65011014,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,6,6,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31357,65011014,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,1,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31358,65011014,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,40,40,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31359,65011015,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31360,65011015,Providence petrel,Pterodroma solandri ,PTESOL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31361,65011016,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31362,65011017,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31363,65011017,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31364,65011018,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31365,65011018,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31366,65011018,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31367,65011018,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31368,65011019,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31369,65011019,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31370,65011019,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31371,65011019,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31372,65011020,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31373,65011020,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31374,65011021,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31375,65011021,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31376,65011022,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31377,65011022,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31378,65011022,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31379,65011023,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31380,65011023,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31381,65011024,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31382,65011024,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31383,65011025,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31384,65011026,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31385,65011027,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31386,65011027,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31387,65011027,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31388,65011028,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,5,0,N,5,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31389,65011029,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31390,65011030,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31391,65011031,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31392,65011031,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31393,65011032,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31394,65011032,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31395,65011032,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31396,65011032,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31397,65011033,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31398,65011033,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31399,65011034,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31400,65011034,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31401,65011034,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31402,65011034,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31403,65011035,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31404,65011035,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31405,65011036,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31406,65011036,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31407,65011037,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31408,65011037,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31409,65011037,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31410,65011037,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,8,0,N,8,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31411,65011037,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31412,65011038,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31413,65011038,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31414,65011038,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31415,65011038,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31416,65011039,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31417,65011039,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31418,65011039,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31419,65011040,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31420,65011040,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31421,65011041,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31422,65011041,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31423,65011041,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31424,65011041,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31425,65011041,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31426,65011042,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31427,65011042,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31428,65011042,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31429,65011042,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31430,65011043,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31431,65011043,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31432,65011043,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31433,65011044,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31434,65011044,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31435,65011044,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31436,65011045,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31437,65011045,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31438,65011045,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31439,65011045,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,4,0,N,1,Y,0,N,N,N,3,Y,0,N,0,N,U,N,
31440,65011045,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,0,N,1,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31441,65011045,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,5,0,N,5,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31442,65011046,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31443,65011046,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,1,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31444,65011046,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
31445,65011047,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31446,65011047,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31447,65011047,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31448,65011047,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31449,65011047,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31450,65011047,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31451,65011048,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31452,65011048,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31453,65011048,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31454,65011048,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31455,65011048,White-naped petrel,Pterodroma cervicalis ,PTECER,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31456,65011049,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31457,65011049,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31458,65011049,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31459,65011049,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31460,65011049,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31461,65011049,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31462,65011050,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31463,65011050,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31464,65011050,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31465,65011050,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31466,65011051,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31467,65011051,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31468,65011051,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31469,65011051,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31470,65011052,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31471,65011052,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31472,65011052,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31473,65011052,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31474,65011052,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31475,65011053,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31476,65011053,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31477,65011053,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31478,65011054,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31479,65011054,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31480,65011054,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31481,65011054,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31482,65011055,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31483,65011055,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31484,65011055,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31485,65011055,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31486,65011055,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31487,65011055,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,2,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,N,
31488,65011055,Pomarine skua,Stercorarius pomarinus,STEPOM,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31489,65011056,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31490,65011056,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31491,65011057,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31492,65011057,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31493,65011057,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31494,65011058,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31495,65011058,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31496,65011059,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31497,65011059,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31498,65011060,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31499,65011060,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31500,65011060,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31501,65011060,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31502,65011060,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31503,65011061,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31504,65011061,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31505,65011062,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31506,65011063,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31507,65011064,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31508,65011064,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31509,65011065,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31510,65011065,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
