RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
3037,3007025,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
3038,3114001,Prion (unidentified),Pachyptila sp,PACSP,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
3039,3114001,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,25,0,N,0,N,0,N,N,N,0,N,0,N,25,Y,U,N,
3040,3114001,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
3041,3114002,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
3042,3114002,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,2,0,N,0,N,0,N,N,N,0,N,0,N,2,Y,U,N,
3043,3114002,Prion (unidentified),Pachyptila sp,PACSP,,,,,9,0,N,0,N,0,N,N,N,9,Y,0,N,0,N,U,N,
3044,3114002,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,20,,N,,N,,N,N,N,,Y,,N,,Y,U,N,
3045,3114003,Prion (unidentified),Pachyptila sp,PACSP,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
3046,3114003,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,12,0,N,0,N,0,N,N,N,12,Y,0,N,0,N,U,N,
3047,3114003,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
3048,3114003,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
3049,3114004,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
3050,3114004,Prion (unidentified),Pachyptila sp,PACSP,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
3051,3114004,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,8,0,N,0,N,0,N,N,N,8,Y,0,N,0,N,U,N,
3052,3114004,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,1,Y,U,N,
3053,3114005,Prion (unidentified),Pachyptila sp,PACSP,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
3054,3114005,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,4,0,N,0,N,0,N,N,N,4,Y,0,N,0,N,U,N,
3055,3114005,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
3056,3114006,Prion (unidentified),Pachyptila sp,PACSP,,,,,10000,,Y,,Y,,N,N,N,,Y,,N,,N,U,Y,
3057,3114006,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,6,0,N,0,N,0,N,N,N,6,Y,0,N,0,N,U,N,
3058,3114006,White-faced storm petrel,Pelagodroma marina ,PELMAR,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
3059,3114006,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,1,0,N,0,N,0,N,N,N,0,N,1,Y,0,N,U,N,
3060,3114007,Cookilaria petrel (unidentified),,COOKUN,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
3061,3114007,Prion (unidentified),Pachyptila sp,PACSP,,,,,3,0,N,0,N,0,N,N,N,3,Y,0,N,0,N,U,N,
3062,3114007,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
3063,3114007,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
